action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1851078,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=S)N/N=C/c1ccc(O)c(CN2CCCCC2)c1O,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '17.57', 'le': '0.35', 'lle': '4.17', 'sei': '5.76'}",CHEMBL225646,,CHEMBL225646,5.42,0,http://www.openphacts.org/units/Nanomolar,633239,=,1,1,=,,IC50,nM,,3800,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,3.8
,,1851079,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2c(O)ccc(/C=N/NC(N)=S)c2O)CC1,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '14.65', 'le': '0.29', 'lle': '4.73', 'sei': '4.87'}",CHEMBL225184,,CHEMBL225184,4.74,0,http://www.openphacts.org/units/Nanomolar,633241,=,1,1,=,,IC50,nM,,18220,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,18.22
,,1851080,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=S)N/N=C/c1ccc(O)c(CN2CCN(c3ccnc4cc(Cl)ccc34)CC2)c1O,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '11.99', 'le': '0.24', 'lle': '2.86', 'sei': '5.12'}",CHEMBL224312,,CHEMBL224312,5.65,0,http://www.openphacts.org/units/Nanomolar,633242,=,1,1,=,,IC50,nM,,2250,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.25
,,1851083,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1c(O)ccc(/C=N/NC(=O)NCCNc2ccnc3cc(Cl)ccc23)c1O,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '11.52', 'le': '0.22', 'lle': '1.70', 'sei': '4.57'}",CHEMBL225449,,CHEMBL225449,5.58,0,http://www.openphacts.org/units/Nanomolar,633245,=,1,1,=,,IC50,nM,,2600,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.6
,,1851085,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCNc1ccnc2cc(Cl)ccc12)N/N=C/c1ccc(O)c(CN2CCCC2)c1O,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '12.72', 'le': '0.25', 'lle': '2.50', 'sei': '5.03'}",CHEMBL223654,,CHEMBL223654,6.14,0,http://www.openphacts.org/units/Nanomolar,633246,=,1,1,=,,IC50,nM,,720,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.72
,,1851087,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCNc1ccnc2cc(Cl)ccc12)N/N=C/c1ccc(O)c(CN2CCCCC2)c1O,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '12.48', 'le': '0.24', 'lle': '2.17', 'sei': '5.08'}",CHEMBL434743,,CHEMBL434743,6.2,0,http://www.openphacts.org/units/Nanomolar,633247,=,1,1,=,,IC50,nM,,630,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.63
,,1851091,[],CHEMBL920646,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCNc1ccnc2cc(Cl)ccc12)N/N=C/c1ccc(O)c(CN2CCN(c3ccnc4cc(Cl)ccc34)CC2)c1O,,,CHEMBL1144511,Bioorg Med Chem,2007,"{'bei': '8.34', 'le': '0.16', 'lle': '-0.07', 'sei': '3.98'}",CHEMBL224025,,CHEMBL224025,5.5,0,http://www.openphacts.org/units/Nanomolar,633250,=,1,1,=,,IC50,nM,,3160,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,3.16
,,2052537,[],CHEMBL941962,Inhibition of Plasmodium falciparum W2 recombinant falcipain-2 activity,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(CC(=O)c1ccc(Cl)c(Cl)c1)=N\NC(=S)NCCCNc1ccnc2cc(Cl)ccc12,,,CHEMBL1140574,Bioorg Med Chem Lett,2007,,CHEMBL398828,,CHEMBL398828,,0,http://www.openphacts.org/units/Nanomolar,681048,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,20000
,,2052538,[],CHEMBL941962,Inhibition of Plasmodium falciparum W2 recombinant falcipain-2 activity,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(CC(=O)c1ccc(Cl)c(Cl)c1)=N\NC(=S)NCCNc1ccnc2cc(Cl)ccc12,,,CHEMBL1140574,Bioorg Med Chem Lett,2007,"{'bei': '10.52', 'le': '0.23', 'lle': '-0.37', 'sei': '6.83'}",CHEMBL250154,,CHEMBL250154,5.36,0,http://www.openphacts.org/units/Nanomolar,681047,=,1,1,=,,IC50,nM,,4416,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,4416
,,2052539,[],CHEMBL941962,Inhibition of Plasmodium falciparum W2 recombinant falcipain-2 activity,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(CC(=O)c1ccc(Br)cc1)=N\NC(=S)NCCNc1ccnc2cc(Cl)ccc12,,,CHEMBL1140574,Bioorg Med Chem Lett,2007,"{'bei': '9.42', 'le': '0.22', 'lle': '-0.29', 'sei': '6.23'}",CHEMBL250155,,CHEMBL250155,4.89,0,http://www.openphacts.org/units/Nanomolar,681049,=,1,1,=,,IC50,nM,,12932,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,12932
,,2052540,[],CHEMBL941962,Inhibition of Plasmodium falciparum W2 recombinant falcipain-2 activity,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(CC(=O)c1ccc(Br)cc1)=N\NC(=S)NCCCNc1ccnc2cc(Cl)ccc12,,,CHEMBL1140574,Bioorg Med Chem Lett,2007,,CHEMBL399032,,CHEMBL399032,,0,http://www.openphacts.org/units/Nanomolar,681050,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,20000
,,2103034,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)N[C@H]1CC(=O)OC1O,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '7.90', 'le': '0.15', 'lle': '1.19', 'sei': '3.48'}",CHEMBL378223,,CHEMBL378223,5.1,0,http://www.openphacts.org/units/Nanomolar,691184,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103035,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '6.64', 'le': '0.13', 'lle': '-1.74', 'sei': '3.80'}",CHEMBL272015,,CHEMBL272015,5.1,0,http://www.openphacts.org/units/Nanomolar,691175,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103036,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CCS(=O)(=O)/C=C/[C@H](CCc1ccccc1)NC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '6.52', 'le': '0.13', 'lle': '-2.13', 'sei': '3.80'}",CHEMBL403991,,CHEMBL403991,5.1,0,http://www.openphacts.org/units/Nanomolar,691176,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103037,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '6.15', 'le': '0.12', 'lle': '-3.17', 'sei': '3.80'}",CHEMBL402455,,CHEMBL402455,5.1,0,http://www.openphacts.org/units/Nanomolar,691177,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103038,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)/C=C/[C@H](CCc2ccccc2)NC(=O)CN2C(=O)[C@@H](COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c3ccccc3)c3ccccc32)cc1,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '5.93', 'le': '0.12', 'lle': '-3.17', 'sei': '3.55'}",CHEMBL405741,,CHEMBL405741,5.1,0,http://www.openphacts.org/units/Nanomolar,691178,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103039,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '7.69', 'le': '0.15', 'lle': '0.27', 'sei': '3.80'}",CHEMBL407354,,CHEMBL407354,5.1,0,http://www.openphacts.org/units/Nanomolar,691179,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103040,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CCS(=O)(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '7.53', 'le': '0.15', 'lle': '-0.12', 'sei': '3.80'}",CHEMBL270278,,CHEMBL270278,5.1,0,http://www.openphacts.org/units/Nanomolar,691180,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103041,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21)NC/C=C/S(=O)(=O)c1ccccc1,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '7.03', 'le': '0.14', 'lle': '-1.16', 'sei': '3.80'}",CHEMBL408071,,CHEMBL408071,5.1,0,http://www.openphacts.org/units/Nanomolar,691181,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2103042,[],CHEMBL931126,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)/C=C/CNC(=O)CN2C(=O)C(COC(=O)Nc3ccc(Cl)cc3C(F)(F)F)N=C(c3ccccc3)c3ccccc32)cc1,,,CHEMBL1141590,J Med Chem,2008,"{'bei': '6.75', 'le': '0.13', 'lle': '-1.17', 'sei': '3.55'}",CHEMBL271992,,CHEMBL271992,5.1,0,http://www.openphacts.org/units/Nanomolar,691182,=,1,1,=,,IC50,nM,,8000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,8
,,2449234,[],CHEMBL945401,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C[C@H](CCc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,,,CHEMBL1158154,Bioorg Med Chem Lett,2008,"{'bei': '12.71', 'le': '0.23', 'lle': '0.99', 'sei': '6.41'}",CHEMBL488829,,CHEMBL488829,4.96,0,http://www.openphacts.org/units/Nanomolar,719242,=,1,1,=,,IC50,nM,,10900,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,10.9
,,2449250,[],CHEMBL945401,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,,CHEMBL1158154,Bioorg Med Chem Lett,2008,"{'bei': '16.49', 'le': '0.32', 'lle': '5.15', 'sei': '8.30'}",CHEMBL486232,,CHEMBL486232,8.7,0,http://www.openphacts.org/units/Nanomolar,719333,=,1,1,=,,IC50,nM,,2,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.002
,,2449251,[],CHEMBL945401,Inhibition of Plasmodium falciparum recombinant falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)/C=C/[C@H](CCc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,,,CHEMBL1158154,Bioorg Med Chem Lett,2008,"{'bei': '10.57', 'le': '0.20', 'lle': '0.22', 'sei': '5.45'}",CHEMBL487275,,CHEMBL487275,4.72,0,http://www.openphacts.org/units/Nanomolar,719243,=,1,1,=,,IC50,nM,,19000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,19
,,3096711,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,"{'bei': '20.50', 'le': '0.40', 'lle': '8.79', 'sei': '4.25'}",CHEMBL374508,E-64,CHEMBL374508,7.33,0,http://www.openphacts.org/units/Nanomolar,883068,=,1,1,=,,IC50,nM,,47,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.047
,Not Determined,3096712,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL598335,,CHEMBL598335,,0,,883067,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,Not Determined,3096713,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2OC)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL607860,,CHEMBL607860,,0,,883066,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,Not Determined,3096714,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL592724,,CHEMBL592724,,0,,883065,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,Not Determined,3096715,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL591532,,CHEMBL591532,,0,,883064,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,Not Determined,3096716,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL592304,,CHEMBL592304,,0,,882989,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,,3096717,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL592303,,CHEMBL592303,,0,http://www.openphacts.org/units/Nanomolar,882988,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096718,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2OC)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL592268,,CHEMBL592268,,0,http://www.openphacts.org/units/Nanomolar,882987,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096719,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL606235,,CHEMBL606235,,0,http://www.openphacts.org/units/Nanomolar,882986,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096720,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)c1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL589904,,CHEMBL589904,,0,http://www.openphacts.org/units/Nanomolar,882985,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096721,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(C(=O)/C=C/c2ccc(OC)cc2OC)c1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL589903,,CHEMBL589903,,0,http://www.openphacts.org/units/Nanomolar,882984,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096722,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(C(=O)/C=C/c2ccc(OC)cc2)c1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL596611,,CHEMBL596611,,0,http://www.openphacts.org/units/Nanomolar,884322,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096723,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccccc1C(=O)/C=C/c1ccc(OC)c(OC)c1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL596610,,CHEMBL596610,,0,http://www.openphacts.org/units/Nanomolar,884321,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096724,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccccc1C(=O)/C=C/c1ccc(OC)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597220,,CHEMBL597220,,0,http://www.openphacts.org/units/Nanomolar,884320,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096725,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccccc1C(=O)/C=C/c1ccc(OC)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597219,,CHEMBL597219,,0,http://www.openphacts.org/units/Nanomolar,884319,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096726,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597017,,CHEMBL597017,,0,http://www.openphacts.org/units/Nanomolar,884318,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096727,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL602103,,CHEMBL602103,,0,http://www.openphacts.org/units/Nanomolar,884317,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096728,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL589510,,CHEMBL589510,,0,http://www.openphacts.org/units/Nanomolar,884235,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096729,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)c1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597626,,CHEMBL597626,,0,http://www.openphacts.org/units/Nanomolar,884234,>,1,1,>,,IC50,nM,,19000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,19
,,3096730,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2OC)c1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597625,,CHEMBL597625,,0,http://www.openphacts.org/units/Nanomolar,884233,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096731,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2)c1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597624,,CHEMBL597624,,0,http://www.openphacts.org/units/Nanomolar,884232,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096732,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccccc1/C=C/C(=O)c1ccc(OC)c(OC)c1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597896,,CHEMBL597896,,0,http://www.openphacts.org/units/Nanomolar,884231,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096733,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccccc1/C=C/C(=O)c1ccc(OC)cc1OC,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL589509,,CHEMBL589509,,0,http://www.openphacts.org/units/Nanomolar,884230,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
,,3096734,[],CHEMBL1074166,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOc1ccccc1/C=C/C(=O)c1ccc(OC)cc1,,,CHEMBL1159089,Bioorg Med Chem Lett,2010,,CHEMBL597892,,CHEMBL597892,,0,http://www.openphacts.org/units/Nanomolar,884147,>,1,1,>,,IC50,nM,,100000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,100
